date,author,text,likes,video_id,group,topic,text_clean
2025-02-16T04:07:51Z,@blurtam188,Wow! They gained weight after stopping the medication that works for weight loss?? Shocking!! Shame on that insurance company!!,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,wow! they gained weight after stopping the medication that works for weight loss?? shocking!! shame on that insurance company!!
2025-02-05T03:53:04Z,@tigerskob,I lost 213lbs in one and a half years,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i lost 213lbs in one and a half years
2025-01-27T05:13:03Z,@M_Darabi,I have been taking Ozempic now for  a week and I haven't had any side effects. AND I must say the drug sure has cut my appetite in more than half. It is a working drug for me.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i have been taking ozempic now for  a week and i haven't had any side effects. and i must say the drug sure has cut my appetite in more than half. it is a working drug for me.
2025-01-12T12:28:39Z,@mobinapadyab3058,"What to do if our ozempic is not completely injected?
I used my 1mg pen for 4 times.but it still have liquid inside!what should I do?",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"what to do if our ozempic is not completely injected?
i used my 1mg pen for 4 times.but it still have liquid inside!what should i do?"
2024-11-29T19:29:57Z,@algernon2719,"god they really want to make it negative lol. “She gained weight on it, then she lost access to it oh no!!” Ok so was it helping or not???",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"god they really want to make it negative lol. “she gained weight on it, then she lost access to it oh no!!” ok so was it helping or not???"
2024-11-03T22:57:00Z,@GloriaArzuaga-h3y,"I understand, but you know it is true you get nauseous the beginning and then you get used to it and I’m doing great and I am continue losing weight but the reason why I have it is for my diabetic",1,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"i understand, but you know it is true you get nauseous the beginning and then you get used to it and i’m doing great and i am continue losing weight but the reason why i have it is for my diabetic"
2024-11-02T10:17:07Z,@codzy3532,i started a wk ago and i can say u dont crave sugar thats for sure i have 5 repeats if i hit my goal weight im going off it,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i started a wk ago and i can say u dont crave sugar thats for sure i have 5 repeats if i hit my goal weight im going off it
2024-10-21T21:17:59Z,@howieMaori,Try Eat Like A Bear 🐻 Amanda Rose 🌹,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,try eat like a bear 🐻 amanda rose 🌹
2024-10-16T23:45:37Z,@LakeeshaGrissett,Stop eating crazy food and stick to diet,1,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,stop eating crazy food and stick to diet
2024-10-01T08:26:52Z,@ciriladewilanch,"its my 4rth day , its all fine so far, event thought i have some mood swings cause less eats. just like any other diets. also when i eat i eat balance healthy",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"its my 4rth day , its all fine so far, event thought i have some mood swings cause less eats. just like any other diets. also when i eat i eat balance healthy"
2024-09-30T19:59:06Z,@KristinieC,"I take it for my pre-diabetic A1C. I had nausea symptoms on the .5 and 1mg doses, and of course if I over ate I'd feel worse. But on the  .25 and 2mg I've had ZERO nausea and I feel utterly fantastic, I have energy, all around great except for being yawny a lot lol.",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"i take it for my pre-diabetic a1c. i had nausea symptoms on the .5 and 1mg doses, and of course if i over ate i'd feel worse. but on the  .25 and 2mg i've had zero nausea and i feel utterly fantastic, i have energy, all around great except for being yawny a lot lol."
2024-09-20T03:10:59Z,@roseesegarrison1819,Garcia Jeffrey Allen Michael Clark Sharon,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,garcia jeffrey allen michael clark sharon
2024-09-20T03:03:25Z,@cindyortega5597,I started taking Ozempic for weight loss I was 6.1.borderline diabetic ..my heart doctor prescribed it . I'll really didn't lose that much .I felt awful tired all the time no energy .and after 5months I started craving sugar bad ..I'm telling you I dehydrated laned me in hospital ..I will not ever take again,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i started taking ozempic for weight loss i was 6.1.borderline diabetic ..my heart doctor prescribed it . i'll really didn't lose that much .i felt awful tired all the time no energy .and after 5months i started craving sugar bad ..i'm telling you i dehydrated laned me in hospital ..i will not ever take again
2024-09-17T02:42:54Z,@poppiescarter9720,Moore Laura Brown Sarah Williams Maria,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,moore laura brown sarah williams maria
2024-09-14T01:15:56Z,@Willow-f9h7l,It’s called discipline…. Works better than Ozempic,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,it’s called discipline…. works better than ozempic
2024-09-13T14:28:50Z,@Foxiepawstotti,"Thats not exactly true, now is it? Wegovy is Ozempic, its just packaged as weight loss drug. You shouldn't speak down to your viewers like this. I am surprised anyone watches when you speak to them like theyre stupid!",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"thats not exactly true, now is it? wegovy is ozempic, its just packaged as weight loss drug. you shouldn't speak down to your viewers like this. i am surprised anyone watches when you speak to them like theyre stupid!"
2024-09-13T00:06:49Z,@mrdarryl2row,They'll be pushing this drug on young kids soon.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,they'll be pushing this drug on young kids soon.
2024-09-10T14:24:53Z,@tetra3ne56scur3,"I ended up in the ER, I couldn’t stop vomiting and my stomach hurt all the time. I ended up getting an IV. I couldn’t eat without vomiting afterwards.",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"i ended up in the er, i couldn’t stop vomiting and my stomach hurt all the time. i ended up getting an iv. i couldn’t eat without vomiting afterwards."
2024-09-03T03:16:15Z,@KennedyDeborah-e4l,Johnson Robert Robinson Helen Harris Helen,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,johnson robert robinson helen harris helen
2024-09-01T20:42:09Z,@mikeaddison5697,Ozempic didn’t pick that fork up😂😂,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,ozempic didn’t pick that fork up😂😂
2024-09-01T19:09:30Z,@marjoriemartinez9973,They are all the same drug just different names🙄,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,they are all the same drug just different names🙄
2024-09-01T07:29:15Z,@Hopner44,I am off jariance and high blood pressure pills because of my last A1C's were 5.6 and 5.3.  My agreement in trying this shows in my numbers that lowered from 9 and 10.  I have lost weight as a secondary side affect and i am okay with that!,2,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i am off jariance and high blood pressure pills because of my last a1c's were 5.6 and 5.3.  my agreement in trying this shows in my numbers that lowered from 9 and 10.  i have lost weight as a secondary side affect and i am okay with that!
2024-08-31T17:41:08Z,@calmtea5369,Yes that’s because your root cause is impulsivity.. which is a symptom of mental illness. Ozempic stops the impulsive behaviour.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,yes that’s because your root cause is impulsivity.. which is a symptom of mental illness. ozempic stops the impulsive behaviour.
2024-08-29T20:07:13Z,@Clrk-Grzwld88,Interesting.  Couldn’t find one success story?,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,interesting.  couldn’t find one success story?
2024-08-22T06:52:42Z,@davidleonard8369,Wow! I’m going to start tomorrow. Maybe I shouldn’t based on three women’s experiences. Three people is a pretty good sampling considering that many thousands of people are taking it😂,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,wow! i’m going to start tomorrow. maybe i shouldn’t based on three women’s experiences. three people is a pretty good sampling considering that many thousands of people are taking it😂
2024-08-16T19:03:24Z,@AnnetteMontgomery-k8t,Clark Kimberly Johnson Ronald Johnson Elizabeth,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,clark kimberly johnson ronald johnson elizabeth
2024-07-21T06:41:38Z,@Heyheyjuju,"Well me on the other hand I'm barley on my first week and a half  I take ozempic once a week so literally today for me is Saturday and I started it on Tuesday so not even a full week In and I'm already feeling so nauseous I can't even eat anything without feeling like ima puke it out it's honestly miserable. But I'm praying these side effects are just temporary and they will go away because this is so awful I feel so sick even rn as I'm typing this.i was also put on Jardiance medication because I only use the ozempic ONCE a week, the Jardiance apparently helps with the rest I'm type 2 diabetic btw. But someone pleqae tell me they feel thesame way on these medications",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"well me on the other hand i'm barley on my first week and a half  i take ozempic once a week so literally today for me is saturday and i started it on tuesday so not even a full week in and i'm already feeling so nauseous i can't even eat anything without feeling like ima puke it out it's honestly miserable. but i'm praying these side effects are just temporary and they will go away because this is so awful i feel so sick even rn as i'm typing this.i was also put on jardiance medication because i only use the ozempic once a week, the jardiance apparently helps with the rest i'm type 2 diabetic btw. but someone pleqae tell me they feel thesame way on these medications"
2024-07-20T22:11:34Z,@chrome2yourdome,"Thought id share my results , started 7 weeks ago , .25 never increased dose cause i paid $540 for 2 pens 🤪, ive consistantly lost 3lbs per week , im 5”11 tall and started at 210lbs - 190lbs today , no bad side effects , still been eating same just smaller meals , once or twice a week still get pizza or korean chicken , and sharmas - but i find i can cut servings in half and still be good , i was overeating before like i had a hollow leg , hoping my .25 dose can maintain the 3lb loss per week , only side effects i guess would be some food tastes differnt mabie im just looking at food more as fuel other than comfert tho , and best thing other than weight loss is i know i wont shrival up and die eating less 🤪 i still been having 2 sugary icecofee or drinks per day and drinking a ton of water , i dont go to gym and not very active but i get some exercise in a work , planning on starting to go for walks and swims soon but im just sooooo lazy when im off work . I also smoke cigs anf eat candy , so if i can lose 3lb per week i recon you can too 
Good luck yall",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"thought id share my results , started 7 weeks ago , .25 never increased dose cause i paid $540 for 2 pens 🤪, ive consistantly lost 3lbs per week , im 5”11 tall and started at 210lbs - 190lbs today , no bad side effects , still been eating same just smaller meals , once or twice a week still get pizza or korean chicken , and sharmas - but i find i can cut servings in half and still be good , i was overeating before like i had a hollow leg , hoping my .25 dose can maintain the 3lb loss per week , only side effects i guess would be some food tastes differnt mabie im just looking at food more as fuel other than comfert tho , and best thing other than weight loss is i know i wont shrival up and die eating less 🤪 i still been having 2 sugary icecofee or drinks per day and drinking a ton of water , i dont go to gym and not very active but i get some exercise in a work , planning on starting to go for walks and swims soon but im just sooooo lazy when im off work . i also smoke cigs anf eat candy , so if i can lose 3lb per week i recon you can too 
good luck yall"
2024-07-11T19:10:40Z,@kelsee7010,"""looking at a bag of Doritos is like looking at a pair of socks"" ...
yeah same. and i'm not on ozempic. i just cut out processed junk a few months ago and now i can't eat it anymore. i did a oot of research about the ingredients in foods and i switched to whole foods and i just don't find that stuff appetizing anymore.",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"""looking at a bag of doritos is like looking at a pair of socks"" ...
yeah same. and i'm not on ozempic. i just cut out processed junk a few months ago and now i can't eat it anymore. i did a oot of research about the ingredients in foods and i switched to whole foods and i just don't find that stuff appetizing anymore."
2024-07-10T19:35:35Z,@billwhite7316,Just lower your dose!!!!!,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,just lower your dose!!!!!
2024-06-26T14:21:18Z,@alaiaadam5767,"☄️☄️☄️☄️☄️
Curbs cravings

3:40  other alternatives",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"☄️☄️☄️☄️☄️
curbs cravings

3:40  other alternatives"
2024-06-23T21:36:05Z,@ronr344,I lost 38lbs in ten weeks while using Ozempic. I’m type 2 pre diabetic. After 12 weeks my cholesterol #’s all became normal which was a huge shock. Zero side effects. My insurance changed and I no longer could afford it and had to stop taking it and all my gains reverted back to original 😢,2,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i lost 38lbs in ten weeks while using ozempic. i’m type 2 pre diabetic. after 12 weeks my cholesterol #’s all became normal which was a huge shock. zero side effects. my insurance changed and i no longer could afford it and had to stop taking it and all my gains reverted back to original 😢
2024-06-18T14:53:03Z,@socalmary1,"I don't understand if you are diabetic why you are eating bread, pasta etc.  foods that are known to spike blood sugars.  You can't just eat anything you want.",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"i don't understand if you are diabetic why you are eating bread, pasta etc.  foods that are known to spike blood sugars.  you can't just eat anything you want."
2024-06-17T20:21:32Z,@Eso7878-f8b,It's so bad,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,it's so bad
2024-06-15T11:52:47Z,@Vitoandolini13,The fen-phen finale: a study of weight loss and valvular heart disease,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,the fen-phen finale: a study of weight loss and valvular heart disease
2024-06-11T16:21:54Z,@PeterDunbar,Cherry picking.. waaay more people have success with this than not.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,cherry picking.. waaay more people have success with this than not.
2024-06-05T15:54:12Z,@edwillison238,Ozempic killed my husband gallbladder and now his pancreas is going.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,ozempic killed my husband gallbladder and now his pancreas is going.
2024-06-04T04:37:42Z,@JesseGMan7,"“I stopped taking a drug and started to feel how I felt before the drug”

Wooooow no shiiiiiiii",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"“i stopped taking a drug and started to feel how i felt before the drug”

wooooow no shiiiiiiii"
2024-05-31T14:20:51Z,@lh5567,You have to change your lifestyle so when you come off the drug you can keep the weight off!,1,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,you have to change your lifestyle so when you come off the drug you can keep the weight off!
2024-05-28T13:35:02Z,@RichardAdams-n5k,"Dear Station Manager, 

I'm writing to follow up on a segment aired on The Today Show this morning, April 28th, 2024, that discussed Ozempic medication and its use for weight loss. I'm curious to learn more about the study mentioned in the segment. Specifically, who funded or conducted the research? 

Additionally, I'd like to understand if this is a topic relevant for your local news reporting. If so, could you point me towards any local coverage of Ozempic for weight loss?",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"dear station manager, 

i'm writing to follow up on a segment aired on the today show this morning, april 28th, 2024, that discussed ozempic medication and its use for weight loss. i'm curious to learn more about the study mentioned in the segment. specifically, who funded or conducted the research? 

additionally, i'd like to understand if this is a topic relevant for your local news reporting. if so, could you point me towards any local coverage of ozempic for weight loss?"
2024-05-26T01:34:45Z,@rogergandee6707,I lost 43 pounds but was sick to my stomach all the time.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i lost 43 pounds but was sick to my stomach all the time.
2024-05-25T00:23:05Z,@elizabethvanvliet2380,Wegovy and Ozempic are both semaglutide,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,wegovy and ozempic are both semaglutide
2024-05-20T18:10:57Z,@stevenacken6444,Horrible stomach issues but I have been on Metformin for years and does the same. I just hate taking pills.   But hopefully these side effects go away. I don’t know how many times I had to pull over to puke.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,horrible stomach issues but i have been on metformin for years and does the same. i just hate taking pills.   but hopefully these side effects go away. i don’t know how many times i had to pull over to puke.
2024-05-10T00:35:56Z,@JIMMYJREVIEWS_thaiM-A-F-I-A,"To be honest, it makes you feel like complete garbage so you’re not even hungry. That’s why you lose weight ! Because Making you eat, makes you sick!",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"to be honest, it makes you feel like complete garbage so you’re not even hungry. that’s why you lose weight ! because making you eat, makes you sick!"
2024-05-02T17:07:43Z,@FlowerPow-tz1cn,It’s amazing how all of these people are taking Ozempic ect for weight loss but were afraid to take the covid vaccine or even wear a mask to potentially save not only their lives but the lives of hundreds or more people around them. So they will potentially take from the medical supply away from diabetes who need the med. SMH,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,it’s amazing how all of these people are taking ozempic ect for weight loss but were afraid to take the covid vaccine or even wear a mask to potentially save not only their lives but the lives of hundreds or more people around them. so they will potentially take from the medical supply away from diabetes who need the med. smh
2024-04-30T16:13:52Z,@kellymulligan2157,Ozempic works but you have to do all the things along with it . I'm almost non diabetic it's helped me...,5,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,ozempic works but you have to do all the things along with it . i'm almost non diabetic it's helped me...
2024-04-29T02:31:33Z,@mikesmith6594,They're not lying about nausea while on Ozempic I'm on Ozempic I get nausea while talking it .Can barely eat like I used too .,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,they're not lying about nausea while on ozempic i'm on ozempic i get nausea while talking it .can barely eat like i used too .
2024-04-25T19:49:35Z,@drumcode420,The magic pill is One Meal a Day + exercise. Stop taking meds.,2,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,the magic pill is one meal a day + exercise. stop taking meds.
2024-04-06T01:49:05Z,@tammyrenee64,"Update on my Ozempic journey, seen my Dr last week, had lost 27lbs in little under 2 months and my a1c had went from 8.8 down to 6.6, my Dr was like wow, this is really working for you, good job
And i think i may have done even better if i had not been sick and sleeping all the time from very low iron saturations, that started before i ever started Ozempic, if i can get some exercise in,i feel like i can really get this weight off with Ozempic and lower my A1C, I'M SO 😊 EXCITED 🫶✌️🙏",2,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"update on my ozempic journey, seen my dr last week, had lost 27lbs in little under 2 months and my a1c had went from 8.8 down to 6.6, my dr was like wow, this is really working for you, good job
and i think i may have done even better if i had not been sick and sleeping all the time from very low iron saturations, that started before i ever started ozempic, if i can get some exercise in,i feel like i can really get this weight off with ozempic and lower my a1c, i'm so 😊 excited 🫶✌️🙏"
2024-04-03T17:15:15Z,@VoiceoverMomentum,"Ozempic has been a miracle in my life. A1c 5.5,   Down 40 pounds. Worth a little nausea.",70,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"ozempic has been a miracle in my life. a1c 5.5,   down 40 pounds. worth a little nausea."
2024-04-03T00:12:58Z,@celerinanicholls9656,My sugar level was 24 down to 6..its like a miracle..high dose made me sick so..i stick to the lowest 0.25..side effects is not too bad in low dose.I guess..this meds is not for everyone but if your type 2 diabetes and its out of control  its worth to try and stay in low dose if side effects are NIGHTMARE...,1,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,my sugar level was 24 down to 6..its like a miracle..high dose made me sick so..i stick to the lowest 0.25..side effects is not too bad in low dose.i guess..this meds is not for everyone but if your type 2 diabetes and its out of control  its worth to try and stay in low dose if side effects are nightmare...
2024-03-26T01:06:12Z,@floralmist6824,If you have enough money or popularity you can get anything for any reason.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,if you have enough money or popularity you can get anything for any reason.
2024-03-25T01:53:03Z,@joeking433,I was told Mounjaro would be out of supply until August.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,i was told mounjaro would be out of supply until august.
2024-03-24T01:41:22Z,@crowmanpr,"It helps, but you need to be responsible.",1,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"it helps, but you need to be responsible."
2024-03-23T21:22:30Z,@shon7425,Omg no wonder I don't wanna eat. I had a feeling this was why I didn't want to eat after one week. I take one shot per week. I'm curious how many shots they take a week,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,omg no wonder i don't wanna eat. i had a feeling this was why i didn't want to eat after one week. i take one shot per week. i'm curious how many shots they take a week
2024-03-22T12:08:40Z,@MarkSpencer-r4m,Big thanks to worldofroids for introducing me to the Beligas brand of Ozempic! And the results speak for themselves – down 50lbs in just 5 months.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,big thanks to worldofroids for introducing me to the beligas brand of ozempic! and the results speak for themselves – down 50lbs in just 5 months.
2024-03-18T16:04:41Z,@debbieramos7922,A terribly one-sided report.,0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,a terribly one-sided report.
2024-03-18T11:13:50Z,@privateprivate5302,"Took my first dose tonight.
I'm concerned I'm a stress eater.
Im not in a position to decrease my stressors, hut hopefully this will help curb ""self meditating"" with food.
Almost immediately, food has become repulsive (not sure if its pyschosomatic)...which led me here.
I typed in:
Ozempic makes food repulsive?
.... we'll see..",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"took my first dose tonight.
i'm concerned i'm a stress eater.
im not in a position to decrease my stressors, hut hopefully this will help curb ""self meditating"" with food.
almost immediately, food has become repulsive (not sure if its pyschosomatic)...which led me here.
i typed in:
ozempic makes food repulsive?
.... we'll see.."
2024-03-17T13:21:27Z,@TheEasyDoc,"TLDR: While Ozempic can help with weight loss and managing type two diabetes, it is not a magic pill and requires a multi-approach plan, including exercise and portion control, and consulting with a doctor.

00:00 👩 Three women share their experiences with taking Ozempic and the effects of stopping it.
00:27 👩‍🦲 Women prescribed Ozempic lost weight and had reduced food cravings and appetite.
00:57 😷 Patients experienced nausea, vomiting, and discomfort while taking Ozempic, leading to decreased appetite and headaches, with symptoms returning after stopping the medication.
01:37 👩‍👧‍👧 Patients share their struggles with cravings, weight gain, and diabetes control while taking Ozempic.
02:29 👩‍⚕ Ozempic isn't a magic pill, requires exercise and portion control, can cause side effects, and stopping it abruptly can lead to rebound weight gain.
03:11 😊 Ozempic can help with weight loss, but it's important to have a multi-approach plan and consult with a doctor.
04:18 💊 Patients share their success stories with Ozempic, Mumjara, and gastric surgery for weight control and managing type two diabetes.
04:38 👩 It's difficult to eat healthier and exercise when working multiple jobs and not always having access to fresh food, and there's a strong desire to eat everything once off Ozempic.",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"tldr: while ozempic can help with weight loss and managing type two diabetes, it is not a magic pill and requires a multi-approach plan, including exercise and portion control, and consulting with a doctor.

00:00 👩 three women share their experiences with taking ozempic and the effects of stopping it.
00:27 👩‍🦲 women prescribed ozempic lost weight and had reduced food cravings and appetite.
00:57 😷 patients experienced nausea, vomiting, and discomfort while taking ozempic, leading to decreased appetite and headaches, with symptoms returning after stopping the medication.
01:37 👩‍👧‍👧 patients share their struggles with cravings, weight gain, and diabetes control while taking ozempic.
02:29 👩‍⚕ ozempic isn't a magic pill, requires exercise and portion control, can cause side effects, and stopping it abruptly can lead to rebound weight gain.
03:11 😊 ozempic can help with weight loss, but it's important to have a multi-approach plan and consult with a doctor.
04:18 💊 patients share their success stories with ozempic, mumjara, and gastric surgery for weight control and managing type two diabetes.
04:38 👩 it's difficult to eat healthier and exercise when working multiple jobs and not always having access to fresh food, and there's a strong desire to eat everything once off ozempic."
2024-03-15T13:15:40Z,@ThiccChickCrisha,"I got Ozympic for weight loss. Took my first shot and i feel so nauseous, it feels like my first pregnancy!!! Terrible",0,6u4TbqFZjO8,glp1,What’s it like taking Ozempic? Patients share their stories,"i got ozympic for weight loss. took my first shot and i feel so nauseous, it feels like my first pregnancy!!! terrible"
